Date,Review,Rate
2018-04-04,"Customer service is non-existent rubbish bonuses and free bets, Look elsewhere!!!!",1
2018-04-03,"tried to contact customer services regarding a withdrawal query, in a queue for at least 20 minutes with the very real possibility of never getting through! Seems they are very quick to take tour money.....but delay as long as possible to pay what's owed.",1
2018-04-03,"Did not receive my eligible refund, despite one week, three emails and accumulatively 45 minutes waiting (unsuccessfully) for the helpdesk. This is the third issue in three weeks that has gone unanswered; appalling service.Have been a customer for several years but will be closing my account today. For those surprised by the negative reviews, wait until you need to contact them and/or they owe you money; you will find them impenetrable.",1
2018-04-01,"Despite depositing 3 times more than I wish to withdraw, all the reviews on trustpilot seem to be true. Closing account now, better more trusting sites out there.",1
2018-03-30,"Seriously am shocked with all the reviews here and my feeling is they are the same disgruntled person or shared entity who clearly didn't follow the rules and throwing their toys out the pram. I've been with sky for ages and their app is flawless, never had a glitch or had my money go missing, withdrawals are always in the next day, cash outs are generous I fail to see anything not to be happy about. Their wait times recently have been a little ridiculous when trying to speak to someone but each and every time I have got through to someone they've been incredibly helpful and lovely to speak to. They will always be my number one betting firm, app amazing and never one issue with them",5
2018-03-23,Brilliant Cheltenham promotions and fast withdrawls. Absolutely no complaints from me at all.,5
2018-03-17,Don't respond to emails or phone calls Had a 12 fight accumulator the boxing and after 9 correctly predicted fight outcomes the bet was removed from my bets. Can see it in my history bets but it's no longer active. Terrible site 😡,1
2018-03-17,"Absolutely disgusting my wife won 20k over 2 weeks ago and now they have suspended her account and the withdraw until bank statements are sent (which she has sent 2weeks ago) and still no answer, they are quick to take your money but as soon as you win they don’t stand on...absolute CON COMPANY",1
2018-03-14,"Waste of money and time , stay clear of this site,  total shambles in every aspect !",1
2018-03-12,"Date of experience: March 12, 2018",1
2018-03-10,Avoid. They are fine while they are taking your money. Tried to withdraw and account suspended within 2 minutes. Card failed checks even though charge on bank account showing check was fine. 8 X phone calls on hold for 45 minutes at a time until they cut you off. 3 days later I finally get through to be told can I send copies of all kinds of paperwork to prove identity. Asked why don't they ask for this when you open the account. He couldn't answer. Said the reason you can't get through to them is because they having lots of calls for same problem. Doesn't that say something sky?!! Then said it usually takes about 72 hours to sort out after they receive documents but will probably be more like a week because they over run with it all. And they keep your money until it's sorted. Plus they won't let you close your account until you go through the process. Live chat is just people using copy and paste. That's after spending 1 hour 15 mins waiting.,1
2018-03-09,Being trying to speak to skybet customer service today.have phoned them 4 times and tried to get through to chat 3 times.still not managed to speak to anyone.what the hel is going on.on each call i waited in the q for 10mins minimum and had to put up with whats got to be the most annoying music ive ever heard.Let my partner listen to it and we both agreed that such annoying music was simply there to pizz people of and hope they hang up.typical dodgy sky,1
2018-03-08,con people holding my funds more then 3 months. dont trust this site i wouldnt even give 1 star.,1
2018-03-05,"Been a customer of skybet for several years, however when it doesn’t go there way they’re quick to blame you.... 0 customer service",1
2018-03-05,"I can't understand these bad reviews, although I've noticed one or two large bloggers have a grievance and i wonder if a lot of these reviews are real.... Well I'm real and i couldn't be happier with skybet,Great promotions Quick withdrawals Some really good odds, comparable with betfair exchange. (rare fur a bookie)..Had one or two problems and the customer service team have resolved them quickly and efficiently... Don't believe some of the stuff you are reading on some of these reviews, this is a good betting company",5
2018-03-04,Always found it fine for betting but they've settled a winning bet for no apparent reason without paying me anything and I've now been on hold for over 30 minutes which is absolutely ridiculous,1
2018-03-04,Sky Bet are an absolute shambles of a company to deal with and would advise to not go near them with a bargepole!!! My wife's account was suspended over a week ago as she wanted to withdraw some money to my bank account.....they then requested copies of ID documents and debit cards to prove who we were.... a week later and im still waiting for OUR MONEY and the suspension to be lifted.....the useless customer service agents cannot give any timescales and say it is with security to sort out?!?! Absolute JOKERS!!!,1
2018-03-03,"I have been with sky bet for a couple of years when I was following an horse and this horse was entered in the gold cup 2018 I had lost a bit of money, then just after New Year this horse ran a good race coming 3rd but I had followed this horse a couple of years won some lost sum its name is   thistle crack and a couple of days before I won a little bit of money I'm not a big gambler but the most I have ever gambled on one bet was £20 e/w on a horse, any way trainer stated that thistle crack had had a good run and would get him ready for the gold cup 3 months down the line so I had £60 spare and thought I would put it on thistle crack but the day after I put the ante post bet on still 3 months away from the gold cup trainer pulled the horse out of the race then sky bet stated that I had lost all my money on this horse £60 so I complained and they was so abrupt I could not believe it because its a non runner if pulled out even 3 months before the race so I argued that I am only a small punter what are going to do  I said put it back into my account and will put it on another horse you guessed they would not so I decided to leave sky bet  after a couple of month I have decided if I could join again because of Cheltenham and they said I could not because I closed my account this is how you get treated after 2 years of betting gone to paddy power now absolutely brilliant realy good to talk to if you have a discrepancy so please don't get drawn in with Sky bet they will take your money and run they are a disgrace to there loyal punters leave now before you are sucked in very happy paddy power punter",1
2018-02-28,Starting to get really cheesed off with sky bet I happily came over from bet 365 as I play super 6 so thought why not just do it on all the same app I think out of say 50 accumulators i have put on I’ve maybe had 3 where I had a cashout option Deffo going back to bet365 seems to be that it’s only skybet that con you out of a cash out and there has been times I have pressed cashout and the app just crashes for a company as big as sky they really are really tight arsed when it comes to losing money which could make a persons month,1
2018-02-26,Won’t let me join an promotions as traders decided to stop my account. I do nothing apart from a few accumulators a week so absolutely ridiculous. When trying to contact them re the issue they send you on a merry go round and say it’s out of their control.,1
2018-02-26,They terminated their agreements with their affiliate partners. Since being bought out a few years ago by an investment company they have rapidly gone downhill and tearing up agreements they made with marketing partners.A very poor outfit,1
2018-02-24,"Don't bet with sky bet... I've been with sky bet for a year now and won't be using it anymore, this is not the first time this has happened, l put anything from 10 to 20 fold accu both teams to score football bet on only to b let down by sky bet when they don't show live scores. This is really annoying as they won't give you a cash out.  Y advertise a football match if your not willing to show live scores. Bet365 never done that.. 2day I put a 19 fold accu both teams to score £1 bet on football and 15 teams had scored b 4 half time, no cash out was available because the other 4teams sky bet  had advertise had no live scores.when I complaint to sky bet customer service they don't care . For £86231... I am angry 😡",1
2018-02-22,"Can't fault SKYBET, use them on a regular basis, great prices, best odds and often lots of promotions!",5
2018-02-21,"Have been using sky bingo for a while I make deposits using PayPal which myself & my husband share the PayPal is in my husbands name due to PayPal only allowing it to be in one persons name but my bank account and debit card are on the PayPal, the card registered on PayPal is exactly the same one used to make deposits to sky bingo. I was luckily enough to win some money on Monday and after been told by a sky bingo advisor the quickest and best withdrawal method was by PayPal so this is the method I chose. After a few hours I tried to log into my account to find it has been suspended then got an email saying they needed copies of passports for myself and husband plus a screenshot of the PayPal account. Fine I’ve sent these but no response at all have spoken to various people who say I will be contacted asap then get told 72hrs now I’m told they are on documents from the 10th Feb! Constantly being lied to and fobbed off and so upset that it’s very obvious I won’t be seeing my money, I’m so angry that they can take several deposits from my PayPal yet won’t give me my withdrawal I’ve even sent screenshots of proof of money being withdraw from the PayPal to my bank account , I have also sent a complaint but no acknowledgment at all. Another site only took 48 hrs to verify so how on earth can this take that long",2
2018-02-20,"Had some winnings in my account, was well over the minimum withdrawal amount and the site has told me I have insufficient funds, £130 which I cannot get because of a glitch in my account, tried contacting sky bet on three occasions now and have been unable to get through to customer service. Each time taking more than half an hour to answer and eventually hanging up as the calls charge extra to my phone bill! They are quick enough in taking money from my bank account yet I want to withdraw and it’s not happening!!! Shocking if you ask me",1
2018-02-19,Best bookie in the world. Fair and honest plus the new Barclays fast withdrawal is incredible. From sky account to my bank in 30 seconds. They are a county Mike ahead of the others.,5
2018-02-18,"I have read reviews on how shocking skybet were but didn’t believe it till today. Customer service were rude, was placed on hold for 20 mins, to call back and be dealt with by a “smart sort”. False advertising, put in a 6 fold to come in out of a 10 fold accumulator with a potential return for my 6 fold £489. 6 teams did come and and I wasn’t paid my correct winnings!!! SCAMMERS",1
2018-02-17,Lame customer service must be a crook company.,1
2018-02-17,"Shocking, A bet was placed and accepted at 5, they paid out at starting price of 3.5 despite all runners running, currently awaiting a response before I send it off to IBAS if unsatisfactory.Accepting a bet is entering a contract, you can guarantee they will take your money if you lose.Don't let poor bookies breach their contracts, report to IBAS, not fit to hold  a licence.I am sure they will cut and paste the usual response underneath, don't bother, I have contacted your customer services and I will report your company if not resolved, in the meantime I will go elsewhere.",1
2018-02-15,"Sky Vegas!!Opted in to free spins after spending set amount, went back on and it said I had to opt in again. Anyway messaged them and nothing resolved after almost a week. Decided to call them, after being passed from pillow to post for 1:06 mins I was told to delete and read-download the app and that’s it!! Lost the free spins I was entitled to and not even a decent apology. Not to fussed about the spins but you why should the customer lose out because the app messed up? Anyway put a complaint in and I’m pretty sure won’t hear anything back. Sky bet used to have a good customer service, nowadays if your lucky to get a reply or your phone called answered you get silly replies and treat like a 5yr old who doesn’t know what he’s doing.",1
2018-02-13,"Website unusable, locked out of my account for no reason and won't let me submit a request for help. Avoid",1
2018-02-13,Was good when I was losing but when I started getting a few winners they restricted my betting amount and sent me an email stating I am no longer eligible for Free bet promotions etc.When the fun stops ... STOP should be .... when the fun starts we will STOP you from betting lol,1
2018-02-13,Account shut down and will not re open after non usage  spent 1 hour trying to get it back on being passed department after department for them  to refuse to reopen the account absolute JOKE,1
2018-02-13,Very good site my favourite online bookmakers lots of promotions very easy to use and always receive my payouts with out any problems would recomend.,5
2018-02-10,"Disgraceful customer service! Use the many other betting sites/apps, who also usually have better odds anyway.",1
2018-01-28,I have been with sky bet for some years now. And not once have they noticed my loyalty. On several occasions I have mentioned how much I spend on their site and been told they do not give out free bets. Was not asking for a free bet just simply making a point on how long I have been with them and not once been rewarded In anyway... DO NOT WASTE YOUR TIME WITH THESE,1
2018-01-15,Great website great odds and promotions that suit everyone,5
2018-01-08,"Don't believe the reviews because they are just annoyed they didn't pay out? That's the bloody point idiot. What do you expect them to say?, oh they didn't pay me yippee. That's why people complain dolt. Coz they had a bad experience.",1
2018-01-04,"Positives+Quick Deposits.+Good amount of betting offers.+9 times out of 10, great customer service. Negatives-Sometimes the support chat queues are long and delayed.Overall great Betting website and one of my go-to bookmakers these days just simply for the volume of lucrative bet offers I receive.",5
2018-01-03,Please don't bet with this company absolute joke they just don't pay out on cash out bet then excuse themselves by saying you didn't do it properly when you've done it before and no what your doing there answer is there's nothing we can do about it that's aright then why you've just been done out of 450 so then when you phone up your waiting 30 minutes for them to answer the phone please go with a company that value there customers because sky bet dont,1
2017-12-28,"Don't believe the reviews on here, well if you've actually read them you will realise they have just lost money and want to vent. Bless em.",5
2017-12-28,"F##k me... someone actually got a reply from them here.. I've been leaving feedback for weeks with no reply!!Be warned this site is no mobile casino.. just a glorified one arm bandit.. costs thousands to win a little on slots, then after a withdrawal robbed blind for several hundreds straight after..random?? I think not.. over £1500 in small stakes on some slots and no free games coming?!?!?The majority of slots are always ""waiting for server""?? Yet others play fine?? You would expect a realistic return of around 30 % when losing yet cannot get even close.Strongly advise to steer clear of this site.. simply daylight robbery.Customer service is plain appalling.It won't be too long before these sites are exposed for what they really are.. but unfortunately this means more misery for the players that are milked for every penny in the mean time...",1
2017-12-26,"Don't not bet if you are wanting to use the cash out it's  there to make them look good and when u go to cash it, it will just come up with error and you won't be able to cash out what a joke",1
2017-12-18,Shocking how your allowed to bet on credit card...addicts heaven!!! shouldn't be allowed full stop.......,1
2017-12-16,"I honestly wouldn't bother with skybet at the minute. A lot of the other reviews are correct In saying that games get a cash out lockout for absolutely no reason. Sometimes you'll find games are locked out in a (Probably winning) acca, and not in others. Sometimes they're just locked out for no apparent reason while you can see the match readout changing from 'safe possession' to 'throw-in' etc (more likely towards the end of a game). I appreciate they probably suspend to change their odds on certain markets but that can't take 5-10 minutes. They've also changed their desktop site to the mobile site, which is fine.. on mobile. It kinda frustrates me that they have staff on here answering questions and defending their cash out problems yet it all seems so, intended? Also, recently compared match stats (shots on target, corners, shots off target etc) to a mates on bet365 and they almost seemed reversed, or completely innacurate. Strange? Makes inplays difficult through your service.Customer service is pretty good, though. I just used my last few quid and intend to go back to 365.",2
2017-12-09,Useless!!! Betfair from now on.,1
2017-12-04,"wife won amere £70 on the horses ,just opened account.she withdraw it, next day account suspended sent all the right docs still getting knowwere ,my husband has been with this lot for over 3 years now had no bother like this so he is moving on to better feilds just a bloody joke",1
2017-12-01,"There are many great things about Skybet, the odds guaranteed and the poker site is also good but what kills it for me is the Customer Services.  The staff are very good but the average wait time is well in excess of 15 minutes and every time you call them you are told that ""are experiencing a high number of calls"".  It's completely unacceptable, they are clearly not employing enough staff or sadly more likely, they are profiting from the cost of calling them.  Very poor and totally unacceptable.",2
2017-11-30,"NO problems placing a bet, but since my deposit been blocked so I haven’t bother contacting them to unblock my deposit",4
2017-11-28,I use the fantasy football on sky. I came across the unfortunate bugs which affected the transfers I have.  I made a report to them several times. It could have been a real tiny thing for them. But they simply dont do anything apart from sticking to the same answer '' We cant do any adjustment '' in several times. And they have also blocked me not to be able to send further messages. Their customer treatment is absolutely awful.  Ticket number 7842 Keisuke Hirai,1
2017-11-24,Have always been a decent and honest online betting site.,5
2017-11-23,"After playing roulette I'm left wondering if the random number generator is actually random. I placed thirteen spins covering between 40 & 60% of the board. Of those thirteen i seen one of my numbers randomly selected only once (7.6%).  The customer service advisor deemed that this was reasonable. Needless to say, after a few year's using sky bet I'll now take my custom elsewhere.",1
2017-11-21,"Used sky bet for many many years. Never had a problem until now. Don't place high value bets. Had a five fold acca that didn't look like it was going to come in...that changed in the 87th minute. All teams were winning and my intention was to cash out. However from that point onwards cash out was unavailable. Regular users of sky bet will know that when something significant happens in a game the game goes grey and cash out is unavailable for a short time. In my acca it showed a yellow card being issued in 90th min when the actual game time, according to sky bet, was 86th min therefore game stayed grey and cash out was gone. Then one other result changed in the acca in 93rd min and all hopes gone. I've heard about bookies being dodgy with cashout but thought it was just sore losers. Really disappointed with sky bet and after the rest of my bets are settled may decide to use someone else. Feel like I've been conned",2
2017-11-19,Worse betting site ever money dissappear from account and customer service absolutely useless would seriously advise you never to use this site,1
2017-11-14,I had healthy winnings and skybet wouldn’t allow me to withdraw my winnings. I had a debit card that they had already verified and I had used to deposit cash.yes casinos make it confusing to leave but not allowing to take your winnings is just wrong. Crooks don’t use this site.,1
2017-11-11,"I have been with Skybet for several years and was until recently very happy with them. The website is easy to use and offers are pretty good. But yesterday i discovered i can no longer cash out correct scores or perhaps any bet for that matter i think. I had been winning for 2 months or so consistently, but now they have blocked me for winning it seams ! happy to take my money for years until i started winning. I read all the bad reviews on here and i didn't believe them, i do now !",1
2017-11-06,"I joined Sky Bet last month, i won £2700 and then i got an email informing me that my account was now suspended until it could be verified, they then asked me for a variety of documents, a bank statement, selfie with passport next to my face etc. After sending these documents back via email, i also sent two bank statements as they wanted to make sure that there are no third parties & fraudulent actions (The irony) involved in my win on Sky Bet. I have lived  at my current address for 7 years, my passport is in it's 9th year of use and i have used the same bank for over 15 years, so a identity &  security check on me shouldn't take 2 -3 weeks to verify... Since i posted Sky Bet the information they requested, which i believe exempts me from any wrong doing (not that i did anything wrong to begin with, except win money). Now when i phone Sky Bet or chat to an adviser by live chat and ask about my account being activated, they tell me that it takes up to 48 hours to activate my account then that changed to 72 hours and now..they can't give me a specific date or time scale as to when my account can be activated. Basically, they are doing all they can to avoid paying out my winnings or activating my account again. I have contacted them and made a complaint, but if there re-activation of a suspended account farce is anything to go by, then i don't expect anything to come from a complaint. I have read reviews on here about Sky Bet, and it's so annoying to see Sky Bet post on here to contact them via there customer service! It's like flogging a dead horse..leads absolutely nowhere...This is the first time i have ever posted a review, but since i was ripped off from winning £2700 & had my account suspended by Sky Bet. I just don't want anyone to experience what i have or feel or think they have won money and then.........You receive an email from Sky Bet, the same email that within a few days or weeks, makes you begin to realize, that after complying with what that email asks for, you are not going to get any of your winnings, let alone you're account activated. So writing from my own experience, i would advise each and everyone to AVOID Sky Bet.",1
2017-11-05,Can honestly say I've never had a problem with sky bet or anyone I know has had trouble with them I left all other sites and have sky as my main one I only bet on football an horses do some great special bets on the football withdrawals also speedy only downside of.you withdrawl on Friday or Saturday you don't get it till Monday but any other day threw out the week.it normally in.your account next day usually takes around 14 to 18 hours to hit account if they where to speed the withdrawals up I'd say they would be one of the best about.,4
2017-11-04,"Bookmaker assolutamente da sconsigliare! pubblicizzano tanto il bonus benvenuto con tanto orgoglio ma una volta iniziato il benvenuto lo annullano senza dare spiegazioni e motivazioni valide.Non ho violato alcuna condizione e mi sono comportato correttamente facendo esattamente quello che c'è indicato nei termini e condizioni della promozione stessa ma se si contatta l'assistenza la risposta è:""SKYBET si avvale del diritto di annullare il bonus senza preavviso e a propria discrezione""""Perchè, cosa ho fatto?""""Queste infomazioni non ci vengono fornite dal dipartimento competente""Questa è la qualità, la serietà e l'affidabilità di questo bookmaker. Statene alla larga!Alla luce di questo potrebbero anche promettere di regalarvi 500€ con una scommessa perdente come ""promozione esclusiva"" tramite email, tanto poi possono sempre ritirare il bonus e le vincite senza alcun motivo.------------Bookmaker absolutely not recommended! They advertise as much the welcome bonus with such extension but once they have started the welcome they cancel without giving any valid explanation and motivation.I did not violate any condition and behaved correctly by doing exactly what is indicated in terms and conditions but if you contact the assistance the answer is:""SKYBET makes use of the right to cancel the bonus at its own discretion and without prior notice""""Why, what did I do wrong?""""This information is not provided by the competent department""This is the quality, and the seriousness of this bookmaker. Run away!In the light of this, Skybet can also promise a $ 500 bonus with a losing bet as ""exclusive promotion"" via email, so they can always cancel the bonus and winnings for no reason.",1
2017-11-04,"Please, please be aware!This is a disgusting firm, suspended my account after a big win but continued to take my bets and deposits. They then recalled my withdrawal and asked for verification docs. Now got my money but interesting it was only the withdrawals they were interested in!I’ll be taking this further......Very very poor customer service! Once the account was suspended it was almost impossible to contact them. Chat and E mail didn’t work, spent most of the afternoon sorting this out over the phone.Avoid big style, you have been warned!",1
2017-11-04,"If I could give no stars I would. Having used Skybet for years mainly for football bets, they have now decided they want to see bank statements. I am not what I would call a big better. I contacted Skybet to say I had decided not to send in statements as I felt it totally unnecessary and accepted that Skybet may choose to  close my account at some point -their prerogative. I did not expect them to close it immediately with a substantial credit balance on my account which they are refusing to return. This company is unethical - avoid them at all costs.",1
2017-11-01,"Suspended my account due to adding another bank card, asked to send some document (card details and ID) when done so refused to reopen the account!!",1
2017-10-30,"Sky bet allowed me to open 9 accounts in succession after my own self exclusion within a period of 3 months and since sky would only cancel my sky account after a 30 day period its a perfect set up for mug punters like i was,Over 100,000 pounds loss later and the loss of my home because of SKY who claim skybet is nothing to do with them i can only say that whoever set this up done it well   introduce 24 hour gambling to your home tv  give you no chance as a hooked gambler to be able to stop and as they watch you self exclude time after time they allow you to open another account the next day .worse again theyre associates in ALDERNEY dont see that they do anything wrong as long as all of the accounts were not held at the same time.",1
2017-10-20,"Although I can see a lot of very negative reviews (Some that look genuinely frustrating, some from sore losers) I must admit I've never really had a problem with Skybet.I primarily bet on the horses and football (I steer away from slots and casino) and find it quite easy and enjoyable to use.Pros: Extra place races is a good feature.Very quick withdrawal times (even receiving one on a bank holiday last Easter)Had to use the online chat once for an enquiry and was dealt with quickly and politely.Bonuses are always welcome.Cons: Other companies do have better odds.Site can be a bit slow at times compared to say, 365.This can cause the occasional problem if you're attempting to get to an inplay market quickly.Not all bets are available for cash out (for example lucky 15's). Hopefully that's something they'll look into as some other bookies have.I understand people complaining about the cash out facility. But, I'm yet to come across an online bookmaker who don't make it unavailable when you get into 90 minutes plus.All in all, Skybet can be improved, but I feel they've been given quite a rough ride on here.",3
2017-10-19,But disgruntled tonight. Had £20 in my skybet account last night. Logged in tonight to find its gone ! I'm a good customer too. Would like to know what's happened ?!,2
2017-10-12,"I opened account on Saturday ,have €200  in account & then my account is suspended ,until I send in photo Id & bill, a load of bollox ,why not ask for these items when u sign up you dopes",1
2017-10-10,"I used to use Sky Bet to bet on a few horses on the weekend. Only £20 here and there. I then get an email telling me that I'm not allowed to take part in any promotions and any bets I place will no longer apply for Best Odds Guaranteed,Not only have I probably lost more than I've won on Sky bet, they choose to exclude me from their pointless promotions. I could have continued betting with them because I didn't really care about using their offers in the first place, but that unnecessary email convinced me to sign up to one of their competitors instead.If they treat a losing punter like this, God knows what they'd do if I actually won a decent amount.",1
2017-10-09,"Don’t trust the Cash Out service.  I recently had 2 accumulators running on the football where I had the same game in each bet. However, 1 accumulator had the game suspended while the other didn’t.  How can this be?  The accumulator in question was based on ‘both teams to score’ and this game had already got to 1-1 and was moved to ‘settled’. However, when a team scored again making it 2-1 it was moved from ‘settled’ and remained suspended for the rest of the match.  Ridiculous!Skybet state they can’t guarantee Cash Out services and were unwilling to refund my stake.  Why offer the service if it doesn’t work correctly.Have now withdrawn my money and closed my account with SkyBet.Update:And as you can see from reply from Skybet they are unable to understand the problem I had. This is the standard reply I also got over email.",1
2017-10-05,"Hi guys,Just get the feeling of being cheatedAll the time.Have the company ever been investigated for cheating? I hope one day they would.Have u ever seen ball roll roll out of a winning section to a number which u would lose...Amazingly it happen time and time ahain whe u put big bets on.They are thieves and cheating.Dont know how they do itBut since the new wheel came onIt feels like they are able to cheat you out of yout money quickly....Bad experience every time now on roulette.Cheaters and thieves.",1
2017-09-26,The Vegas millions if fake how many people have won anything on it i had 40 tickets and not won nothing.How many people have won anything but a free scratch card on grand riches which only pays out 50p or £1 if you win and that's it and how many people have won tickest to a fake draw??.The scratch for golds higest pay out is  £20 so the winning jack pots does not exsist again fake. So it seems to me its proberley safe to say no jackpots exists,1
2017-09-21,"Sky Bet recently stole millions of pounds in revenue from their affiliates. These affiliates have worked hard for over 12 years helping to build the Sky Bet brands and have now had all their future earnings stolen from them.Sky Bet had terms to state that the players they sent would earn them a life time revenue share. Sky Bet have not honoured this agreement and have stolen all the players and affiliate earnings from over 12 years. As from October 2017 Sky Bet will be keeping all the money affiliates used to earn on a monthly basis for themselves. Some affiliates were earnings hundreds of thousands each year from Sky Bet alone, this has been stolen and Sky Bet will be keeping this from now on. They used to give their affiliates 25% revenue share of all players loses. Now Sky Bet keep the lot after affiliates sent millions of players over the years.I would avoid this company at all costs. If they can steal from their partners then what chance have their customers got?",1
2017-09-19,"Stay away at all costs, the blocked my account without explanation, I rang them, they very rudely said ring back Monday, I Did, was on hold for 20 minutes before they told me the bank had requested it and they need to ring them, they told me that would never have been the case, I waited a couple weeks before trying again as I couldn't cope with that hold music to be on hold 50 minutes to be told, they are not reopening it with no explanation, there is no reason just a business decision, to top it off they say I'm not entitled to MY funds back again the excuse ""business decision""",1
2017-09-17,My issue is with sky bet cash out .yesterday I had a ten fold accumulator on the football  with 9 out of ten games correct. It was getting to the final minutes of the games with  no change if the tenth game had gone my way I would have been in for a win of £1200 so with one goal I would have had a good win as it did not look like happening I decided to cash out as I did there was a goal in one game which would not have effected the bet and as I pressed cash out it was suspended . No I have had plenty of bets on these and cash out comes back up after the score is updated but with minutes left of games yesterday it did not therefore leaving me unable to press cashout again . There we no reason for this to happen and looks like sky can see you trying to cashout and delay this.Also cashout is suspended at times when there are no goals in matches.This does not happen with other bookmakers.UNETHICAL!!!!!!! Sky seem to be stretching the rules to the limit.I for one will be taking my business elsewhere in future.,1
2017-09-16,"Terrible, quite happy to take money out of my account and to lose it on bets, but the moment I have a half decent win they want me to send verification with a driving license. shouldn't it be the other way round. Now I can't get my money out now because my driving license isn't good enough now they want banks statement, I'm I getting a mortgage out or what?",1
2017-09-16,"I was playing on sky casino for two days and the same person kept winning the jackpot??? Strange I thought so the next day after watching him win about his 20th jackpot I went to complain on the chat help and to my surprise guess what the name of the agent was who greeted me lol exactly the same as the multiple jackpot winner lol I was super angry and confronted him about it and all he could say was it's a coincidence.... if I could say one thing then please avoid sky casino, it drains your money to no extent and is a big con, my experience is definitely being passed on to the relevant people",1
2017-09-13,shut my account after years playing while i was mid playing based on a business decision they no longer want me to play there! how convient when iv reached my withdrawal limit this week too! played daily for years won tablets ect and now bam chose they didnt want me on there anymore,1
2017-09-12,"Worst betting app ever. My account has been suspended and have sent emails (no reply)and tried phoning them but only get a messenger saying ""We cannot connect you please try again later"". Never using this service again.",1
2017-09-10,"Used Sky bet for a number of years,  put an 8 fold accumulator on. Ten minutes before full time I cashed out for 226.00 later logged into my account to zero funds. Sky claimed I didn't cash out but I 100% did. They wouldn't refund me and were completely disinterested to a loyal customer. Cancelled my account with them won't use them again. Feel like I've been  robbed.",1
2017-09-07,"What an absolute joke...i opened a sky bet account a while ago but never got round to using it..i then recently attempted to open another account not remembering that i had previously set one up...My account (when i requested a new password) had then been suspended..i phoned them and was told to send 2 forms of id, which I did...and was told id   be up and running in 72hrs...never heard anything for a week so I contacted sky Bet once again...told that it was still with security team (Not sure why) then i receive an email a few hrs later stating my account won't be reopened and the decision will not be reversed..no explanation whatsoever has been given...WoW and WoW again....if I could escalate  this situation then I would.. what a  terrible and disrespectful company you are..shame on you..",1
2017-09-06,Worst website and staff.Online chat to help is nothing but farce.They take money with in seconds and then harass you with queries and suspending the account.Cheaters living on innocent customers money.Avoid this fraud website registration.Tell your friends to avoid this cheaters and fraud website who knows only one thing - to take your money.Even giving 1 star is shame to this company - they deserve punishment not stars,1
2017-09-06,I always bet on football accumulators but I've noticed that some of the games the odds don't add up. If you don't know what you're doing be very careful as they place some games at low odds even though it's got no chance of winning to make you think it's a dead cert.  I closed my account last year because of this. I have recently been in touch with tsa to get this sorted out. Biggest rip off I've ever come across. If you are with this site I strongly advise you to close your account and go elsewhere. Fuking idiots.,1
2017-09-06,"Lots of technical problems, the app keeps crashing on me especially when I view my account. It's ridiculous that I have to keep going back into my account to view my bets/deposit/withdraw. I once spent an hr with them on the phone and nothing has been sorted. Ive tried it with my tablet and phone  (both samsung) and get the same problems. Very disappointed",2
2017-09-02,Having had a losing account for years including poker they suddenly restricted my account to a few pence each way -,1
2017-09-01,Completly ripping people off lately need a fine like the other company lets all help tondobthis before people start getting into debt very very low payout percentage no as advertised deposit bonuses require a £1000 on top so u will never win dont be fooled,1
2017-08-23,Been with skybet for years and never any problem with them unlike other bookmakers I have used.,5
2017-08-14,"Awful treatment of loyal customers. Been with skybet for at least 8 years (as I have been with 3 other online bookmakers) and received an email today stating:Important Service Announcement After a recent review by our trading team, it has been decided that this account requires tighter liability management. Unfortunately this means the account will no longer be eligible for any of our free bet promotions (including Sky Bet Club and Money Back refunds). In addition, from this point forward any bets placed will no longer apply for Best Odds Guaranteed and will be settled at the price option taken upon placement. Been casual gambling with them for that long, never really winning anything big and they do this after a few wins totting up to about £400. Probably minus a heck of a lot more than that over the years!!! No explanation after contacting; all they could say was the traders decision is final and cannot be reversed. Oh, great show of loyalty to someone who has barely missed a skybet club of betting £25 per week!!! So I said to cancel my account, which they agreed to do immediately. However, look back and I'm still on there (must have thought I was bluffing). So go back to live chat and demand my account closure, which has now happened thankfully. I don't want to give business to a company that treats long standing loyal customers this way. I don't think they grasp how many online betting companies there are. Silly way to treat a good customer. I'm no professional gambler, I just must have won a few bets too close together. If you ever want to win anything (even after many years of not!!!!) avoid skybet like the plague!!!!!!!!!!!",1
2017-08-14,Very poorly treated by customer services so i deleted my account😡😠,1
2017-08-11,I've experienced selection suspended for 20mins or so on a few occasions and am now experiencing random selections being added to my betting slip. Something's not quite right about that. Anybody else experienced the same. I have phoned to complain but got some nasty guy on the other end who clearly has had no customer support training. Told me to read small print and basically spouted the pre-rehearsed rubbish as in most of these posts. Like contacting customer support is going to resolve anything.,1
2017-08-05,So far no issues but only issues I have wish they gave customers better bonuses and free bets,5
2017-08-04,I am usually pretty happy with Skybet but tonight I found out that if you win £27 on a lucky 31 you will receive £6? as they take the stake away that they gave you as a free bet that you have accumulated through their club? What is that all about? Please explain.........,1
2017-08-04,"Would not pay out on ""Any coalition involving a Northern Irish party"" in regards to the General election in June. Bet said ""Any Coalition"" which to me means formal or informal as the bet did not state it had to be a formal coalition. SkyBet offered me £5 plus a free £5 bet to resolve issue which I told them to stick it! Have raised the issue with IBAS who I hope can resolve the issue in a satisfactory manner!",1
2017-07-31,"Don't trust them.Free bets not credited, chased them for days ...  just closed my account.",1
